,tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,cosin_simularity
279,346631.0,2,2,1215.0,2003,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,114,9,10,16,101,10,60,41,32.0,32.0,88.0,409.0,125.0,7.0,3.0,2005,0.9999902947428075
515,340000.0,3,2,1514.0,1997,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,70,10,3,8,93,5,40,24,34.0,58.0,76.0,286.0,87.0,7.0,3.0,2008,0.9999900823412416
212,349181.0,2,2,1070.0,1988,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,49,3,2,9,149,4,36,11,33.0,36.0,56.0,204.0,62.0,9.0,3.0,2005,0.9999899657826004
116,275000.0,2,1,930.0,1988,1059,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,6,2,0,0,4,0,4,1,36.0,62.0,63.0,233.0,71.0,7.5,2.0,2004,0.999989676359587
518,345000.0,3,2,1524.0,2006,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,31,13,0,5,41,2,18,2,41.0,70.0,61.0,317.0,96.0,4.0,3.0,2012,0.9999896385154252
334,337980.0,2,2,1641.0,2001,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,83,5,9,12,85,11,48,35,56.0,25.0,67.0,578.0,176.0,7.0,3.0,2001,0.999989317730593
354,299940.0,2,3,1942.0,2008,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,14,3,1,0,5,0,13,2,29.0,82.0,44.0,229.0,65.0,4.5,2.0,2008,0.9999891427324508
789,347000.0,3,3,1684.0,1988,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,21,4,1,3,17,5,15,13,45.0,65.0,76.0,344.0,105.0,5.0,3.0,2011,0.9999885372458198
405,246700.0,3,2,997.0,1984,1119,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,30,10,1,1,19,3,12,3,32.0,45.0,47.0,245.0,74.0,3.0,3.0,2012,0.9999884227570105
790,350000.0,3,3,1687.0,1997,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,35,2,6,5,36,0,11,6,36.0,61.0,64.0,282.0,86.0,7.0,3.0,2013,0.999988402395829
414,325900.0,3,2,1100.0,1984,915,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,19,1,0,3,17,0,8,11,42.0,56.0,81.0,286.0,87.0,6.0,3.0,2012,0.9999883087591059
188,299900.0,2,2,980.0,1991,1104,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,39,5,4,2,31,3,13,9,35.0,49.0,84.0,274.0,83.0,6.5,2.0,2012,0.9999882254519201
254,370000.0,2,2,1161.0,2005,0,Apartment / Condo / Townhouse,Brick,Roll Composition,1.0,76,3,8,12,79,9,36,34,56.0,25.0,67.0,368.0,112.0,7.0,3.0,2012,0.9999880733146342
129,239900.0,2,1,976.0,1971,1120,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,95,6,10,6,42,2,51,24,32.0,83.0,31.0,200.0,61.0,5.0,3.0,2006,0.9999880634027778
58,366700.0,1,1,817.0,2004,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,274.0,83.0,7.0,3.0,2006,0.9999880213955439
105,369900.0,2,1,891.0,2004,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,294.0,89.0,7.0,3.0,2006,0.999987840657864
304,371000.0,2,2,1346.0,2004,0,Apartment / Condo / Townhouse,Brick,Other,1.0,101,9,7,18,100,5,37,31,32.0,34.0,50.0,368.0,112.0,4.0,3.0,2009,0.9999877919888553
74,371500.0,1,1,917.0,2007,0,Apartment / Condo / Townhouse,Block,Roll Composition,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,319.0,97.0,5.0,3.0,2013,0.9999877053248757
115,301000.0,2,1,930.0,1986,1135,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,92,8,7,9,47,5,45,17,31.0,74.0,59.0,204.0,62.0,8.0,3.0,2005,0.9999877038034429
552,365000.0,3,2,1638.0,1984,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,98,18,18,18,93,8,49,20,52.0,33.0,53.0,326.0,99.0,3.0,3.0,2010,0.9999873537131247
938,318500.0,3,4,2052.0,1989,0,Apartment / Condo / Townhouse,Brick veneer,Shake Shingle,1.0,104,9,24,15,36,7,34,33,38.0,46.0,42.0,381.0,132.0,6.0,3.0,2003,0.9999872973247538
480,375490.0,3,2,1380.0,1997,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,36,2,6,5,36,0,11,7,36.0,61.0,64.0,278.0,84.0,7.0,3.0,2004,0.9999870752575379
280,380000.0,2,2,1217.0,2005,0,Apartment / Condo / Townhouse,Brick,Other,1.0,96,6,11,15,98,14,48,40,52.0,42.0,63.0,441.0,134.0,7.0,3.0,2011,0.9999870612413222
705,342000.0,3,3,1116.0,2000,937,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,19,14,1,0,36,1,25,5,37.0,82.0,63.0,307.0,93.0,3.0,3.0,2004,0.9999869644764642
839,245950.0,3,3,1971.0,1990,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,25,2,3,3,8,0,9,7,39.0,36.0,37.0,245.0,74.0,8.0,3.0,2012,0.9999869100753419
532,381000.0,3,2,1574.0,1986,0,Apartment / Condo / Townhouse,Concrete,Gravel/Rock,1.0,134,5,22,28,314,7,96,34,64.0,52.0,63.0,360.0,110.0,8.0,3.0,2006,0.9999862599700126
275,387000.0,2,2,1204.0,1995,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,41,5,3,4,46,2,31,16,40.0,64.0,77.0,379.0,115.0,10.0,3.0,2012,0.9999862359358112
187,315000.0,2,2,980.0,1990,1206,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,40,4,4,2,30,4,13,8,35.0,49.0,84.0,295.0,90.0,6.5,2.0,2013,0.999986186206592
86,387900.0,1,1,1050.0,2005,0,Apartment / Condo / Townhouse,Stucco,Other,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,8.0,3.0,2005,0.9999861860251078
857,280000.0,3,3,2100.0,1986,0,Apartment / Condo / Townhouse,Brick veneer,Asphalt,1.0,147,9,18,25,107,10,63,72,28.0,38.0,89.0,640.0,222.0,9.0,3.0,1998,0.9999859738750282
357,300000.0,2,4,1377.0,1987,1200,Apartment / Condo / Townhouse,Metal,Shake Shingle,1.0,18,0,1,2,27,0,9,5,35.0,76.0,48.0,327.0,99.0,3.0,3.0,2016,0.9999857886906423
253,394000.0,2,2,1158.0,2007,0,Apartment / Condo / Townhouse,Block,Roll Composition,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,375.0,114.0,5.0,3.0,2013,0.9999856432104005
403,249600.0,3,2,969.0,1988,1281,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,21,3,1,3,45,2,11,7,33.0,50.0,36.0,184.0,52.0,5.0,3.0,2005,0.999985534935488
166,330000.0,2,2,832.0,1943,1136,Apartment / Condo / Townhouse,Brick,Roll Composition,1.0,61,9,9,12,65,7,41,42,37.0,41.0,53.0,372.0,123.0,4.0,3.0,2009,0.9999855089282097
262,335000.0,2,2,1184.0,1989,1167,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,86,8,6,8,47,5,43,16,33.0,57.0,74.0,233.0,71.0,8.0,3.0,2006,0.9999852117965502
153,275000.0,2,1,1197.0,1972,1306,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,22,2,1,5,10,3,11,11,28.0,80.0,22.0,231.0,70.0,5.0,3.0,2013,0.9999849755569102
367,306000.0,3,1,1140.0,1984,1306,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,63,5,5,6,35,4,40,14,30.0,50.0,45.0,225.0,68.0,6.0,3.0,2006,0.9999849596840065
416,358000.0,3,2,1104.0,1990,1050,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,40,4,4,2,31,4,13,9,35.0,49.0,84.0,323.0,98.0,6.5,2.0,2013,0.9999847914480969
226,254000.0,2,2,1102.0,1986,1307,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,63,5,5,6,36,4,40,15,30.0,50.0,45.0,245.0,74.0,6.0,3.0,2012,0.9999847842295994
327,405490.0,2,2,1522.0,1998,0,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,52,8,1,3,43,0,25,16,42.0,65.0,65.0,315.0,96.0,5.0,3.0,2007,0.9999841428350775
77,408400.0,1,1,933.0,2005,0,Single-Family,Stucco,Other,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,8.0,3.0,2005,0.9999839510147539
376,300000.0,3,1,1280.0,1984,1375,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,98,13,9,11,99,6,56,31,40.0,68.0,63.0,274.0,83.0,5.0,3.0,2010,0.9999838191634942
215,416900.0,2,2,1075.0,2005,0,Apartment / Condo / Townhouse,Brick,Other,1.0,99,8,8,11,103,4,47,34,31.0,30.0,99.0,373.0,113.0,8.0,3.0,2006,0.999983361425568
663,359000.0,3,2,2328.0,2011,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,88,7,7,8,49,6,55,17,30.0,46.0,36.0,299.0,91.0,7.0,3.0,2011,0.9999832852915053
345,330000.0,2,3,1200.0,1986,1350,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,4,0,2,1,8,0,2,1,34.0,75.0,65.0,270.0,82.0,8.0,3.0,2007,0.9999832690781002
223,342500.0,2,2,1098.0,1988,1314,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,90,8,6,9,48,5,47,16,33.0,57.0,74.0,263.0,80.0,8.0,3.0,2006,0.9999832603074844
718,332000.0,3,3,1280.0,1986,1340,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,18,2,0,0,21,0,9,7,40.0,68.0,50.0,258.0,78.0,4.5,2.0,2016,0.9999832318031164
384,330000.0,3,1,1368.0,1994,1340,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18,2,0,0,23,1,11,7,40.0,68.0,50.0,291.0,88.0,4.5,2.0,2013,0.999983128394261
350,416000.0,2,3,1667.0,1988,0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,21,4,1,3,17,5,15,13,45.0,65.0,76.0,340.0,103.0,5.0,3.0,2006,0.9999827880312142
420,258000.0,3,2,1178.0,1979,1398,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,2,0,0,0,36.0,83.0,66.0,295.0,89.0,9.0,3.0,2011,0.9999825947532159
451,319900.0,3,2,1320.0,1971,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10,2,0,1,10,3,5,7,46.0,78.0,77.0,295.0,90.0,7.0,3.0,2004,0.9999825740690929
739,313540.0,3,3,1450.0,1994,1392,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,16,3,1,1,12,1,7,5,32.0,57.0,75.0,336.0,102.0,4.5,2.0,2010,0.9999825245650694
409,350000.0,3,2,1060.0,1983,1341,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,28,6,1,1,20,0,17,13,39.0,70.0,52.0,308.0,94.0,8.0,3.0,2014,0.9999824815078276
708,370000.0,3,3,1170.0,1985,1200,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,12,5,1,1,26,0,6,5,35.0,76.0,48.0,269.0,82.0,3.0,3.0,2005,0.9999824110938769
450,295000.0,3,2,1304.0,1980,1446,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,89,5,9,5,34,2,49,13,32.0,83.0,31.0,245.0,74.0,5.0,3.0,2005,0.9999823993157154
752,350000.0,3,3,1492.0,2003,1308,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,44,15,1,4,51,3,20,6,37.0,62.0,55.0,352.0,107.0,4.0,3.0,2009,0.9999823070593974
445,324000.0,3,2,1280.0,1985,1441,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,16,1,1,4,19,2,5,13,39.0,72.0,60.0,302.0,92.0,7.0,1.0,2011,0.9999822014631256
720,320000.0,3,3,1294.0,1984,1441,Apartment / Condo / Townhouse,Metal,Shake Shingle,1.0,11,2,0,4,13,2,5,14,39.0,72.0,60.0,307.0,93.0,7.0,1.0,2004,0.999982195166154
713,343000.0,3,3,1240.0,1998,1400,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,61,4,6,5,36,4,38,10,30.0,60.0,69.0,295.0,89.0,7.0,3.0,2008,0.9999821868415119
378,340000.0,3,1,1280.0,1985,1398,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,69,14,2,8,56,1,50,25,40.0,68.0,63.0,274.0,83.0,5.0,3.0,2005,0.999982162376864
662,385000.0,3,2,2328.0,2010,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,88,7,7,8,48,6,55,17,30.0,46.0,36.0,303.0,92.0,7.0,3.0,2012,0.9999820652975506
375,330000.0,3,1,1280.0,1970,1420,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,20,2,1,3,16,6,15,14,33.0,57.0,41.0,238.0,72.0,7.0,3.0,2005,0.999982048364404
544,428002.0,3,2,1620.0,2006,0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,32,13,0,5,42,2,18,2,29.0,58.0,21.0,324.0,98.0,4.0,3.0,2006,0.9999820293287338
716,335000.0,3,3,1280.0,1975,1424,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,20,5,1,3,24,2,20,15,35.0,70.0,73.0,410.0,125.0,8.0,3.0,2016,0.9999819762139148
356,399500.0,2,3,2180.0,1975,0,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,68,15,16,16,59,7,39,21,52.0,65.0,82.0,322.0,107.0,2.0,3.0,2010,0.9999819294351975
452,340000.0,3,2,1320.0,1972,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18,3,1,4,14,3,8,13,46.0,78.0,77.0,295.0,89.0,7.0,3.0,2012,0.9999819109152538
492,299900.0,3,2,1440.0,1988,1444,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,96,8,7,9,49,6,48,15,38.0,68.0,53.0,295.0,90.0,8.0,3.0,2008,0.9999818888472631
1176,319900.0,4,3,1376.0,2002,1459,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,12,1,1,0,11,0,12,7,28.0,76.0,42.0,274.0,78.0,8.0,3.0,2005,0.9999817860393564
239,278000.0,2,2,1134.0,1983,1511,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,19,3,1,5,13,3,11,13,43.0,22.0,67.0,274.0,83.0,7.0,3.0,2010,0.9999816370060051
890,333250.0,3,3,2508.0,1976,0,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,59,8,7,6,65,2,45,13,40.0,83.0,82.0,338.0,112.0,1.0,3.0,2012,0.9999815822587615
371,375000.0,3,1,1220.0,1981,1260,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18,2,0,3,19,3,9,12,39.0,64.0,81.0,307.0,93.0,6.0,3.0,2006,0.999981509415318
717,332271.0,3,3,1280.0,1984,1500,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,42,1,2,6,138,4,26,9,33.0,42.0,67.0,307.0,93.0,7.0,3.0,2015,0.9999813393499303
483,350000.0,3,2,1400.0,1972,1400,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,11,2,0,2,9,3,7,12,35.0,55.0,71.0,327.0,100.0,7.0,3.0,2010,0.9999812168756292
995,335000.0,4,2,1360.0,1982,1480,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,57,7,6,5,46,5,34,15,37.0,80.0,59.0,323.0,98.0,6.0,3.0,2011,0.999981141994622
1189,330000.0,4,3,1512.0,1972,1433,Apartment / Condo / Townhouse,Stucco,Other,1.0,17,0,1,1,13,8,15,21,32.0,63.0,70.0,359.0,109.0,7.0,3.0,2008,0.9999811322891463
437,378000.0,3,2,1240.0,1982,1306,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,76,10,11,9,89,4,51,30,39.0,64.0,34.0,335.0,102.0,5.0,3.0,2009,0.9999810289480409
477,297000.0,3,2,1374.0,1994,1528,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,81,7,7,6,42,5,40,14,33.0,62.0,51.0,311.0,94.0,8.0,3.0,2009,0.999980855336928
554,347903.0,3,2,1640.0,2004,1400,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,36,13,2,1,30,1,26,6,40.0,57.0,57.0,319.0,97.0,3.0,3.0,2004,0.9999806882501426
730,295000.0,3,3,1392.0,1978,1520,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,13,1,0,0,7,3,4,12,28.0,84.0,58.0,319.0,97.0,8.0,3.0,2008,0.9999806289003228
418,257600.0,3,2,1144.0,1973,1502,Apartment / Condo / Townhouse,Stucco,Composition Shingle,1.0,21,3,1,5,13,3,13,13,41.0,73.0,60.0,258.0,78.0,5.0,3.0,2004,0.999980498516019
101,378000.0,2,1,864.0,1942,1296,Apartment / Condo / Townhouse,Brick,Roll Composition,1.0,70,9,14,13,59,5,35,45,35.0,47.0,32.0,319.0,106.0,4.0,3.0,2015,0.9999804702783518
710,385500.0,3,3,1220.0,1983,1300,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Shake Shingle,1.0,31,6,2,5,30,5,27,18,35.0,55.0,73.0,326.0,99.0,5.0,3.0,2005,0.9999804701509039
271,242000.0,2,2,1200.0,1985,1420,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,65,15,2,6,51,1,51,25,40.0,68.0,63.0,258.0,78.0,5.0,3.0,2010,0.9999804694617186
592,321610.0,3,2,1806.0,2002,1372,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,17,1,1,3,17,0,8,7,41.0,70.0,65.0,378.0,107.0,3.0,3.0,2002,0.9999804039425949
734,310000.0,3,3,1408.0,1980,1542,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,11,2,0,4,8,2,5,7,39.0,87.0,73.0,344.0,105.0,8.0,1.0,2005,0.9999803244475218
741,315500.0,3,3,1452.0,1976,1542,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,69,10,5,10,23,7,47,17,40.0,38.0,82.0,352.0,107.0,5.0,3.0,2003,0.9999801187418408
723,375000.0,3,3,1320.0,1978,1400,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,26,5,1,1,18,0,11,12,39.0,84.0,51.0,314.0,95.0,8.0,3.0,2007,0.9999800688419795
1156,240000.0,4,3,1188.0,1971,1428,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,10,4,0,2,16,1,17,9,44.0,81.0,41.0,286.0,87.0,8.0,2.0,2008,0.9999798974552633
920,393500.0,3,4,1492.0,2004,1308,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Shake Shingle,1.0,44,16,1,4,57,3,21,6,37.0,62.0,55.0,360.0,109.0,4.0,3.0,2011,0.9999798772535418
330,455000.0,2,2,1530.0,2000,0,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,43,3,5,4,39,8,30,22,33.0,60.0,82.0,374.0,114.0,9.0,3.0,2006,0.9999798389297232
719,335000.0,3,3,1290.0,1980,1585,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,20,3,2,3,20,0,17,5,36.0,66.0,49.0,326.0,99.0,8.0,3.0,2012,0.9999798154419073
742,290000.0,3,3,1452.0,1978,1542,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,0,1,0,0,5,2,0,11,31.0,68.0,54.0,315.0,96.0,8.0,1.0,2012,0.9999797329038943
175,275000.0,2,2,930.0,1983,1625,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,27,6,1,3,22,5,23,15,35.0,55.0,73.0,286.0,87.0,5.0,3.0,2008,0.9999797047880683
1158,380100.0,4,3,1220.0,1984,1440,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18,4,1,3,20,2,18,15,35.0,70.0,73.0,384.0,117.0,8.0,3.0,2016,0.99997961104738
546,422000.0,3,2,1624.0,2004,1057,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Other,1.0,16,4,0,2,14,0,13,6,34.0,62.0,72.0,377.0,114.0,8.0,3.0,2013,0.9999794521426266
509,345000.0,3,2,1501.0,1980,1542,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,32,3,2,1,24,1,15,10,44.0,77.0,53.0,327.0,99.0,8.5,2.0,2007,0.9999794331671754
198,458900.0,2,2,1025.0,2005,0,Apartment / Condo / Townhouse,Stucco,Other,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,376.0,114.0,8.0,3.0,2005,0.9999793432974416
1168,384350.0,4,3,1360.0,1978,1440,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,16,9,1,0,35,1,16,4,52.0,62.0,64.0,350.0,106.0,6.0,3.0,2004,0.9999790846694485
505,467000.0,3,2,1483.0,2004,0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,450.0,137.0,7.0,3.0,2011,0.9999790511582228
786,248500.0,3,3,1678.0,1987,1280,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,56,7,6,5,50,6,34,16,39.0,49.0,54.0,343.0,104.0,6.0,3.0,2002,0.9999789772733695
818,375000.0,3,3,1834.0,1986,1373,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,23,6,1,2,16,1,16,10,35.0,55.0,73.0,350.0,106.0,5.0,3.0,2011,0.9999788844846472
355,300000.0,2,3,2067.0,1986,1260,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21,3,1,3,17,2,13,8,42.0,55.0,72.0,348.0,106.0,7.0,3.0,2009,0.9999787189181569
369,397555.0,3,1,1210.0,1977,1398,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Other,1.0,31,4,3,4,24,2,20,15,37.0,50.0,63.0,307.0,93.0,8.0,3.0,2005,0.999978706589633
436,375000.0,3,2,1232.0,1980,1540,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,11,2,0,4,7,2,5,7,39.0,87.0,73.0,315.0,96.0,8.0,1.0,2006,0.9999786795819556
1185,357000.0,4,3,1496.0,1976,1585,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,6,1,0,10,31.0,68.0,54.0,343.0,104.0,8.0,1.0,2015,0.9999784998597374
322,412000.0,2,2,1476.0,2000,1335,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,47,6,6,4,43,4,18,13,34.0,76.0,73.0,389.0,118.0,6.5,2.0,2012,0.9999784687838482
733,300000.0,3,3,1408.0,1977,1650,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,11,2,1,1,16,1,4,9,41.0,76.0,56.0,356.0,108.0,6.0,3.0,2015,0.9999783789163237
333,471850.0,2,2,1640.0,1998,0,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,41,6,1,3,39,0,20,16,42.0,65.0,65.0,319.0,97.0,5.0,3.0,2005,0.9999782924699953
471,250000.0,3,2,1360.0,1983,1498,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,13,6,0,3,22,0,3,6,42.0,66.0,56.0,278.0,85.0,3.0,3.0,2011,0.999978204470328
309,250000.0,2,2,1360.0,1983,1500,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,13,6,0,3,22,0,3,6,42.0,66.0,56.0,268.0,82.0,3.0,3.0,2011,0.9999781615255616
761,325000.0,3,3,1556.0,1992,1650,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,44,5,3,6,20,2,29,12,36.0,66.0,73.0,315.0,96.0,8.0,3.0,2011,0.9999780894337462
744,355000.0,3,3,1452.0,1984,1650,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,1,0,0,0,1,0,0,4,37.0,85.0,72.0,307.0,93.0,6.0,3.0,2013,0.9999779180676158
465,390000.0,3,2,1342.0,1985,1540,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,12,2,0,2,12,3,10,9,35.0,55.0,71.0,344.0,105.0,6.0,3.0,2013,0.999977901126796
478,249000.0,3,2,1375.0,1994,1499,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,44,7,2,4,39,4,24,18,39.0,62.0,81.0,359.0,109.0,5.0,3.0,2001,0.9999778637492908
348,408000.0,2,3,1314.0,1987,1440,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21,3,0,5,40,3,19,9,35.0,69.0,80.0,274.0,83.0,9.0,3.0,2006,0.9999777482134808
746,399900.0,3,3,1456.0,1989,1501,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,44,7,5,4,39,3,17,10,34.0,76.0,73.0,368.0,112.0,6.5,2.0,2015,0.9999777143798083
501,400000.0,3,2,1456.0,1984,1500,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,14,2,4,2,8,3,3,9,38.0,83.0,67.0,348.0,106.0,6.0,1.0,2005,0.9999774990554683
211,478089.0,2,2,1069.0,1987,0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,31,5,4,4,33,0,37,11,35.0,50.0,82.0,303.0,92.0,8.0,3.0,2005,0.9999774046620599
167,250000.0,2,2,864.0,1942,1633,Apartment / Condo / Townhouse,Brick,Roll Composition,1.0,82,8,20,19,64,5,36,43,35.0,47.0,32.0,375.0,124.0,4.0,3.0,2008,0.9999773650369359
726,398000.0,3,3,1360.0,1975,1520,Single-Family,Brick,Composition Shingle,1.0,44,14,1,4,55,2,22,5,34.0,40.0,36.0,122.0,37.0,4.0,3.0,2005,0.9999772762570562
525,385000.0,3,2,1546.0,1993,1600,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,13,7,1,1,23,1,12,8,40.0,76.0,64.0,359.0,109.0,4.0,3.0,2009,0.9999772284538339
918,343000.0,3,4,1232.0,1973,1760,Apartment / Condo / Townhouse,Brick,Shake Shingle,1.0,17,6,1,3,29,0,5,7,33.0,82.0,47.0,291.0,88.0,3.0,3.0,2007,0.9999770813145353
493,347644.0,3,2,1442.0,1974,1743,Single-Family,Wood,Composition Shingle,1.0,96,7,15,13,86,5,58,15,40.0,73.0,44.0,318.0,97.0,4.0,3.0,2016,0.9999769556851179
